cluster,latitude,longitude,recency_danger_metric,danger_metric,danger_metric_trajectory,n_serious,n_fatal,danger_rank,gmaps_link
69,51.52217425,-0.10620704166666667,25.97693010682228,26,0.010389610389610393,23,1,1.0,http://maps.google.com/maps?z=12&t=m&q=loc:51.52217425+-0.10620704166666667
53,51.49511255,-0.10073175000000001,22.74567904102103,22,-0.0090909090909091,19,1,2.0,http://maps.google.com/maps?z=12&t=m&q=loc:51.49511255+-0.10073175000000001
235,51.504796444444445,-0.11365616666666667,21.13971935679059,18,0.09350649350649351,18,0,3.0,http://maps.google.com/maps?z=12&t=m&q=loc:51.504796444444445+-0.11365616666666667
22,51.51912957142857,-0.1207527142857143,20.179125908854168,20,-0.007792207792207792,11,3,4.0,http://maps.google.com/maps?z=12&t=m&q=loc:51.51912957142857+-0.1207527142857143
211,51.51409723076923,-0.10441784615384615,19.01339633480703,17,0.04155844155844157,11,2,5.0,http://maps.google.com/maps?z=12&t=m&q=loc:51.51409723076923+-0.10441784615384615
311,51.52315025,-0.077548875,17.732214049329343,16,0.035064935064935056,16,0,6.0,http://maps.google.com/maps?z=12&t=m&q=loc:51.52315025+-0.077548875
314,51.52958377777778,-0.014215444444444444,17.01473497257115,15,0.03766233766233767,6,3,7.0,http://maps.google.com/maps?z=12&t=m&q=loc:51.52958377777778+-0.014215444444444444
427,51.515100800000006,-0.0720914,16.508553641272457,14,0.06233766233766234,8,2,8.0,http://maps.google.com/maps?z=12&t=m&q=loc:51.515100800000006+-0.0720914
52,51.481844,-0.11244785714285714,15.756865438719199,16,-0.011688311688311692,13,1,9.0,http://maps.google.com/maps?z=12&t=m&q=loc:51.481844+-0.11244785714285714
98,51.49465292857143,-0.1257549285714286,15.608140370719125,16,-0.015584415584415591,13,1,10.0,http://maps.google.com/maps?z=12&t=m&q=loc:51.49465292857143+-0.1257549285714286
80,51.43259064285714,-0.16376035714285714,15.582309695047105,14,0.061038961038961045,14,0,11.0,http://maps.google.com/maps?z=12&t=m&q=loc:51.43259064285714+-0.16376035714285714
161,51.513331,-0.08915118181818182,15.50444780233772,15,0.006493506493506495,9,2,12.0,http://maps.google.com/maps?z=12&t=m&q=loc:51.513331+-0.08915118181818182
181,51.472114600000005,-0.20301146666666667,15.116128693966488,15,-0.011688311688311692,15,0,13.0,http://maps.google.com/maps?z=12&t=m&q=loc:51.472114600000005+-0.20301146666666667
121,51.48612393333334,-0.12411253333333333,14.635896048222978,15,-0.009090909090909089,15,0,14.0,http://maps.google.com/maps?z=12&t=m&q=loc:51.48612393333334+-0.12411253333333333
258,51.5177227,-0.1076838,13.303076828477966,12,0.02727272727272726,9,1,15.0,http://maps.google.com/maps?z=12&t=m&q=loc:51.5177227+-0.1076838
18,51.50733685714285,-0.127501,13.210728785483685,14,-0.027272727272727282,14,0,16.0,http://maps.google.com/maps?z=12&t=m&q=loc:51.50733685714285+-0.127501
25,51.521475230769234,-0.113346,13.190452829509374,13,0.016883116883116885,13,0,17.0,http://maps.google.com/maps?z=12&t=m&q=loc:51.521475230769234+-0.113346
12,51.51221675,-0.10418233333333334,12.994286748774003,12,0.02987012987012987,12,0,18.0,http://maps.google.com/maps?z=12&t=m&q=loc:51.51221675+-0.10418233333333334
67,51.525595538461545,-0.08793346153846154,12.612797550550335,13,-0.01818181818181818,13,0,19.0,http://maps.google.com/maps?z=12&t=m&q=loc:51.525595538461545+-0.08793346153846154
407,51.42384088888889,-0.172225,12.359103582330375,11,0.028571428571428574,8,1,20.0,http://maps.google.com/maps?z=12&t=m&q=loc:51.42384088888889+-0.172225
460,51.4857335,-0.15006275,12.267363216835141,10,0.06753246753246754,7,1,21.0,http://maps.google.com/maps?z=12&t=m&q=loc:51.4857335+-0.15006275
10,51.510173153846154,-0.0869323846153846,12.06054820579425,13,-0.031168831168831162,13,0,22.0,http://maps.google.com/maps?z=12&t=m&q=loc:51.510173153846154+-0.0869323846153846
353,51.468108,-0.144329375,11.890032896970697,10,0.05454545454545455,7,1,23.0,http://maps.google.com/maps?z=12&t=m&q=loc:51.468108+-0.144329375
273,51.4646154,-0.1307278,11.80035905978616,10,0.05844155844155844,10,0,24.0,http://maps.google.com/maps?z=12&t=m&q=loc:51.4646154+-0.1307278
137,51.54592766666667,-0.10305941666666667,11.448135753275436,12,-0.018181818181818184,12,0,25.0,http://maps.google.com/maps?z=12&t=m&q=loc:51.54592766666667+-0.10305941666666667
190,51.510880099999994,-0.0669385,11.220218202787825,10,0.03896103896103896,10,0,26.0,http://maps.google.com/maps?z=12&t=m&q=loc:51.510880099999994+-0.0669385
118,51.524959090909086,-0.03481090909090909,11.16117000604286,11,0.003896103896103898,11,0,27.0,http://maps.google.com/maps?z=12&t=m&q=loc:51.524959090909086+-0.03481090909090909
170,51.53679922222222,-0.11657588888888888,11.135573492070716,11,0.003896103896103895,8,1,28.0,http://maps.google.com/maps?z=12&t=m&q=loc:51.53679922222222+-0.11657588888888888
362,51.46874211111111,-0.12690266666666666,10.967972837802375,9,0.06103896103896103,9,0,29.0,http://maps.google.com/maps?z=12&t=m&q=loc:51.46874211111111+-0.12690266666666666
475,51.47290755555556,0.003334111111111111,10.90561539993457,9,0.05454545454545455,9,0,30.0,http://maps.google.com/maps?z=12&t=m&q=loc:51.47290755555556+0.003334111111111111
42,51.53249733333334,-0.05706677777777777,10.573709523285187,9,0.06623376623376624,9,0,31.0,http://maps.google.com/maps?z=12&t=m&q=loc:51.53249733333334+-0.05706677777777777
300,51.50170042857143,-0.16055642857142857,10.428242890083858,9,0.03766233766233766,6,1,32.0,http://maps.google.com/maps?z=12&t=m&q=loc:51.50170042857143+-0.16055642857142857
195,51.50619844444444,-0.08830944444444445,10.379306968418662,9,0.04285714285714286,9,0,33.0,http://maps.google.com/maps?z=12&t=m&q=loc:51.50619844444444+-0.08830944444444445
481,51.448499125,-0.1482305,10.309482175528954,8,0.0805194805194805,8,0,34.0,http://maps.google.com/maps?z=12&t=m&q=loc:51.448499125+-0.1482305
383,51.531861428571425,-0.061176714285714286,10.014479580336857,9,0.012987012987012983,6,1,35.0,http://maps.google.com/maps?z=12&t=m&q=loc:51.531861428571425+-0.061176714285714286
504,51.511350125,-0.119380625,9.528712713858136,8,0.04025974025974026,8,0,36.0,http://maps.google.com/maps?z=12&t=m&q=loc:51.511350125+-0.119380625
257,51.510848333333335,-0.09312633333333332,9.43729891539635,10,-0.03506493506493506,4,2,37.0,http://maps.google.com/maps?z=12&t=m&q=loc:51.510848333333335+-0.09312633333333332
392,51.47328975,-0.07102,9.39158383433543,8,0.04025974025974025,8,0,38.0,http://maps.google.com/maps?z=12&t=m&q=loc:51.47328975+-0.07102
75,51.48670489999999,-0.0362381,9.376136921629156,10,-0.012987012987012988,10,0,39.0,http://maps.google.com/maps?z=12&t=m&q=loc:51.48670489999999+-0.0362381
198,51.471814,-0.09331444444444444,9.350148739677449,9,0.005194805194805191,9,0,40.0,http://maps.google.com/maps?z=12&t=m&q=loc:51.471814+-0.09331444444444444
41,51.52703425,-0.05887025,9.288996688435683,10,-0.02207792207792208,7,1,41.0,http://maps.google.com/maps?z=12&t=m&q=loc:51.52703425+-0.05887025
57,51.4970959,-0.0993572,9.27376662326242,10,-0.01948051948051948,10,0,42.0,http://maps.google.com/maps?z=12&t=m&q=loc:51.4970959+-0.0993572
368,51.52206025,-0.201517125,9.248171730390668,8,0.032467532467532464,8,0,43.0,http://maps.google.com/maps?z=12&t=m&q=loc:51.52206025+-0.201517125
38,51.51978877777778,-0.05644344444444444,9.236890719980979,9,0.006493506493506495,9,0,44.0,http://maps.google.com/maps?z=12&t=m&q=loc:51.51978877777778+-0.05644344444444444
402,51.4943325,-0.120856875,9.196376284832676,8,0.029870129870129863,8,0,45.0,http://maps.google.com/maps?z=12&t=m&q=loc:51.4943325+-0.120856875
272,51.49874975,-0.112506375,9.07179484522676,8,0.02597402597402597,8,0,46.0,http://maps.google.com/maps?z=12&t=m&q=loc:51.49874975+-0.112506375
214,51.50090188888888,-0.12625155555555556,9.00106531956996,9,-0.011688311688311689,9,0,47.0,http://maps.google.com/maps?z=12&t=m&q=loc:51.50090188888888+-0.12625155555555556
13,51.51090444444444,-0.08694811111111111,8.930484245284253,9,-0.003896103896103896,9,0,48.0,http://maps.google.com/maps?z=12&t=m&q=loc:51.51090444444444+-0.08694811111111111
520,51.535503999999996,-0.08223971428571429,8.90437632781902,7,0.06233766233766234,7,0,49.0,http://maps.google.com/maps?z=12&t=m&q=loc:51.535503999999996+-0.08223971428571429
128,51.493143714285715,-0.10060528571428572,8.881031507714766,9,-0.00779220779220779,6,1,50.0,http://maps.google.com/maps?z=12&t=m&q=loc:51.493143714285715+-0.10060528571428572
243,51.531305857142854,-0.10433957142857143,8.848420063278098,9,-0.005194805194805199,6,1,51.0,http://maps.google.com/maps?z=12&t=m&q=loc:51.531305857142854+-0.10433957142857143
465,51.48566114285715,-0.1455975714285714,8.661873539271609,7,0.05194805194805195,7,0,52.0,http://maps.google.com/maps?z=12&t=m&q=loc:51.48566114285715+-0.1455975714285714
143,51.53834425,-0.09927275,8.607889100693988,10,-0.040259740259740266,7,1,53.0,http://maps.google.com/maps?z=12&t=m&q=loc:51.53834425+-0.09927275
0,51.48666925,-0.17065775,8.559732872490525,8,0.020779220779220772,8,0,54.0,http://maps.google.com/maps?z=12&t=m&q=loc:51.48666925+-0.17065775
43,51.481218375,-0.11077287499999999,8.515343893088382,10,-0.03896103896103897,7,1,55.0,http://maps.google.com/maps?z=12&t=m&q=loc:51.481218375+-0.11077287499999999
443,51.517297,-0.1428634,8.261207656340668,7,0.02987012987012987,4,1,56.0,http://maps.google.com/maps?z=12&t=m&q=loc:51.517297+-0.1428634
171,51.53124816666667,-0.11430866666666667,8.248691098918671,8,-1.7302177007145297e-18,5,1,57.0,http://maps.google.com/maps?z=12&t=m&q=loc:51.53124816666667+-0.11430866666666667
70,51.529646750000005,-0.097397625,8.216472044570093,8,0.014285714285714284,8,0,58.0,http://maps.google.com/maps?z=12&t=m&q=loc:51.529646750000005+-0.097397625
51,51.47324485714286,-0.121556,8.07212125973435,7,0.049350649350649346,7,0,59.0,http://maps.google.com/maps?z=12&t=m&q=loc:51.47324485714286+-0.121556
200,51.504974875,-0.09568225,8.061278726541605,8,0.002597402597402596,8,0,60.0,http://maps.google.com/maps?z=12&t=m&q=loc:51.504974875+-0.09568225
418,51.5427544,-0.1374476,8.044260593366035,7,0.022077922077922082,4,1,61.0,http://maps.google.com/maps?z=12&t=m&q=loc:51.5427544+-0.1374476
102,51.49715285714286,-0.146347,8.043693551740493,7,0.03896103896103896,7,0,62.0,http://maps.google.com/maps?z=12&t=m&q=loc:51.49715285714286+-0.146347
313,51.516036799999995,-0.06972300000000001,7.874483441227206,7,0.01948051948051948,4,1,63.0,http://maps.google.com/maps?z=12&t=m&q=loc:51.516036799999995+-0.06972300000000001
6,51.48681928571428,-0.17938714285714288,7.849903686110649,9,-0.04155844155844156,6,1,64.0,http://maps.google.com/maps?z=12&t=m&q=loc:51.48681928571428+-0.17938714285714288
509,51.47456116666667,-0.12277300000000001,7.777427895436121,6,0.06233766233766234,6,0,65.0,http://maps.google.com/maps?z=12&t=m&q=loc:51.47456116666667+-0.12277300000000001
157,51.48307500000001,-0.18581233333333333,7.770903358408445,8,-0.006493506493506494,5,1,66.0,http://maps.google.com/maps?z=12&t=m&q=loc:51.48307500000001+-0.18581233333333333
528,51.430791666666664,-0.16507983333333334,7.719938741622988,6,0.05974025974025974,6,0,67.0,http://maps.google.com/maps?z=12&t=m&q=loc:51.430791666666664+-0.16507983333333334
106,51.5262746,-0.1336252,7.71870319461068,7,0.029870129870129863,4,1,68.0,http://maps.google.com/maps?z=12&t=m&q=loc:51.5262746+-0.1336252
263,51.488582428571426,-0.12937171428571428,7.715099070341855,7,0.015584415584415588,7,0,69.0,http://maps.google.com/maps?z=12&t=m&q=loc:51.488582428571426+-0.12937171428571428
39,51.518357,-0.06292733333333334,7.618332649493118,8,-0.02077922077922078,5,1,70.0,http://maps.google.com/maps?z=12&t=m&q=loc:51.518357+-0.06292733333333334
555,51.51086475,-0.3194795,7.613252387714892,6,0.05194805194805196,3,1,71.0,http://maps.google.com/maps?z=12&t=m&q=loc:51.51086475+-0.3194795
36,51.54603228571428,-0.07575614285714286,7.58297791933221,9,-0.03896103896103896,6,1,72.0,http://maps.google.com/maps?z=12&t=m&q=loc:51.54603228571428+-0.07575614285714286
127,51.488266571428575,-0.11134585714285714,7.537813052673231,7,0.016883116883116885,7,0,73.0,http://maps.google.com/maps?z=12&t=m&q=loc:51.488266571428575+-0.11134585714285714
122,51.463739999999994,-0.1326112857142857,7.528501635126446,7,0.02077922077922078,7,0,74.0,http://maps.google.com/maps?z=12&t=m&q=loc:51.463739999999994+-0.1326112857142857
489,51.54946183333333,-0.05974633333333334,7.513704961944834,6,0.049350649350649346,6,0,75.0,http://maps.google.com/maps?z=12&t=m&q=loc:51.54946183333333+-0.05974633333333334
154,51.57060971428571,-0.09605585714285714,7.485247020077046,7,0.015584415584415584,7,0,76.0,http://maps.google.com/maps?z=12&t=m&q=loc:51.57060971428571+-0.09605585714285714
248,51.46463057142857,-0.2668568571428572,7.399613158266905,7,0.0025974025974025987,7,0,77.0,http://maps.google.com/maps?z=12&t=m&q=loc:51.46463057142857+-0.2668568571428572
449,51.507095,-0.10467549999999999,7.358368924479772,6,0.04155844155844157,6,0,78.0,http://maps.google.com/maps?z=12&t=m&q=loc:51.507095+-0.10467549999999999
412,51.5150185,-0.13578066666666666,7.357934847000454,6,0.04155844155844157,6,0,79.0,http://maps.google.com/maps?z=12&t=m&q=loc:51.5150185+-0.13578066666666666
434,51.49862066666666,-0.055157000000000005,7.35684775135924,6,0.04155844155844157,6,0,80.0,http://maps.google.com/maps?z=12&t=m&q=loc:51.49862066666666+-0.055157000000000005
535,51.534900666666665,-0.0630945,7.348448954799554,6,0.03766233766233766,6,0,81.0,http://maps.google.com/maps?z=12&t=m&q=loc:51.534900666666665+-0.0630945
74,51.526768625,-0.1085855,7.3358737416119,8,-0.015584415584415591,8,0,82.0,http://maps.google.com/maps?z=12&t=m&q=loc:51.526768625+-0.1085855
210,51.516007,-0.0817168,7.284721219164519,7,-1.2976632755358973e-18,4,1,83.0,http://maps.google.com/maps?z=12&t=m&q=loc:51.516007+-0.0817168
488,51.470767,-0.2074515,7.264682604200889,6,0.03376623376623377,3,1,84.0,http://maps.google.com/maps?z=12&t=m&q=loc:51.470767+-0.2074515
529,51.513674,-0.07663875,7.257033252334919,6,0.03376623376623377,3,1,85.0,http://maps.google.com/maps?z=12&t=m&q=loc:51.513674+-0.07663875
399,51.48527016666667,-0.13702683333333332,7.234684287737742,6,0.036363636363636355,6,0,86.0,http://maps.google.com/maps?z=12&t=m&q=loc:51.48527016666667+-0.13702683333333332
293,51.50615628571428,-0.20908285714285713,7.2276827181941545,7,-0.005194805194805193,7,0,87.0,http://maps.google.com/maps?z=12&t=m&q=loc:51.50615628571428+-0.20908285714285713
441,51.49010833333333,-0.12696266666666667,7.212407893026589,6,0.03246753246753247,6,0,88.0,http://maps.google.com/maps?z=12&t=m&q=loc:51.49010833333333+-0.12696266666666667
229,51.565305,-0.073142,7.174931593528443,7,-0.0025974025974025957,4,1,89.0,http://maps.google.com/maps?z=12&t=m&q=loc:51.565305+-0.073142
219,51.521925571428575,-0.11042142857142857,7.125968963092556,7,-0.0012987012987012965,7,0,90.0,http://maps.google.com/maps?z=12&t=m&q=loc:51.521925571428575+-0.11042142857142857
239,51.502165,-0.10981883333333332,7.0,8,-0.03636363636363637,5,1,91.0,http://maps.google.com/maps?z=12&t=m&q=loc:51.502165+-0.10981883333333332
431,51.43414416666667,-0.10389416666666668,6.9681465903479625,6,0.024675324675324673,6,0,92.0,http://maps.google.com/maps?z=12&t=m&q=loc:51.43414416666667+-0.10389416666666668
131,51.50119275,-0.078232,6.890756251918218,8,-0.03896103896103897,2,2,93.0,http://maps.google.com/maps?z=12&t=m&q=loc:51.50119275+-0.078232
325,51.53100116666667,-0.06974066666666666,6.844193766721313,6,0.023376623376623377,6,0,94.0,http://maps.google.com/maps?z=12&t=m&q=loc:51.53100116666667+-0.06974066666666666
370,51.5176385,-0.10516683333333333,6.828608345169373,6,0.015584415584415588,6,0,95.0,http://maps.google.com/maps?z=12&t=m&q=loc:51.5176385+-0.10516683333333333
223,51.5425895,-0.14180266666666666,6.69365661213802,6,0.02207792207792208,6,0,96.0,http://maps.google.com/maps?z=12&t=m&q=loc:51.5425895+-0.14180266666666666
448,51.50040975,-0.074375,6.675478813435211,6,0.0077922077922077905,3,1,97.0,http://maps.google.com/maps?z=12&t=m&q=loc:51.50040975+-0.074375
142,51.54055566666667,-0.09593516666666667,6.6432789239406,6,0.023376623376623377,6,0,98.0,http://maps.google.com/maps?z=12&t=m&q=loc:51.54055566666667+-0.09593516666666667
87,51.48205216666667,-0.173493,6.640073784065388,6,0.023376623376623377,6,0,99.0,http://maps.google.com/maps?z=12&t=m&q=loc:51.48205216666667+-0.173493
158,51.513133,-0.1042975,6.633549247037712,6,0.02207792207792208,6,0,100.0,http://maps.google.com/maps?z=12&t=m&q=loc:51.513133+-0.1042975
242,51.4741505,-0.07733366666666666,6.633443205166375,6,0.014285714285714284,6,0,101.0,http://maps.google.com/maps?z=12&t=m&q=loc:51.4741505+-0.07733366666666666
47,51.46117742857143,-0.11578999999999999,6.6323236425508325,7,-0.006493506493506496,7,0,102.0,http://maps.google.com/maps?z=12&t=m&q=loc:51.46117742857143+-0.11578999999999999
289,51.465162,-0.24392149999999999,6.631118941412462,6,0.01298701298701299,6,0,103.0,http://maps.google.com/maps?z=12&t=m&q=loc:51.465162+-0.24392149999999999
458,51.452780999999995,-0.14745850000000002,6.6183326494931185,6,0.00779220779220779,6,0,104.0,http://maps.google.com/maps?z=12&t=m&q=loc:51.452780999999995+-0.14745850000000002
567,51.429637,-0.0782586,6.565658953925204,5,0.05584415584415584,5,0,105.0,http://maps.google.com/maps?z=12&t=m&q=loc:51.429637+-0.0782586
193,51.4500445,-0.12277016666666667,6.544147450938586,6,0.014285714285714287,6,0,106.0,http://maps.google.com/maps?z=12&t=m&q=loc:51.4500445+-0.12277016666666667
163,51.52004016666667,-0.17058616666666668,6.512214634698237,6,0.02077922077922078,6,0,107.0,http://maps.google.com/maps?z=12&t=m&q=loc:51.52004016666667+-0.17058616666666668
19,51.50577814285714,-0.1308752857142857,6.483786926704381,7,-0.012987012987012991,7,0,108.0,http://maps.google.com/maps?z=12&t=m&q=loc:51.50577814285714+-0.1308752857142857
290,51.46096883333333,-0.16236199999999998,6.4583053921180165,6,0.009090909090909094,6,0,109.0,http://maps.google.com/maps?z=12&t=m&q=loc:51.46096883333333+-0.16236199999999998
68,51.546496,-0.08710985714285714,6.455027682356781,7,-0.015584415584415588,7,0,110.0,http://maps.google.com/maps?z=12&t=m&q=loc:51.546496+-0.08710985714285714
56,51.482406,-0.094515,6.430276668517774,6,0.01948051948051948,3,1,111.0,http://maps.google.com/maps?z=12&t=m&q=loc:51.482406+-0.094515
556,51.485732199999994,-0.13447740000000002,6.411205413681833,5,0.046753246753246755,5,0,112.0,http://maps.google.com/maps?z=12&t=m&q=loc:51.485732199999994+-0.13447740000000002
259,51.51639516666666,-0.13051500000000002,6.408465197159876,6,0.010389610389610388,6,0,113.0,http://maps.google.com/maps?z=12&t=m&q=loc:51.51639516666666+-0.13051500000000002
543,51.517304333333335,-0.12216266666666668,6.40823996531185,5,0.046753246753246755,2,1,114.0,http://maps.google.com/maps?z=12&t=m&q=loc:51.517304333333335+-0.12216266666666668
369,51.51099925,-0.10806199999999999,6.381241468195862,6,0.0012987012987012972,3,1,115.0,http://maps.google.com/maps?z=12&t=m&q=loc:51.51099925+-0.10806199999999999
499,51.480185600000006,-0.1784316,6.380645319190925,5,0.046753246753246755,5,0,116.0,http://maps.google.com/maps?z=12&t=m&q=loc:51.480185600000006+-0.1784316
308,51.53656275,-0.0618885,6.309885559660194,6,0.002597402597402597,3,1,117.0,http://maps.google.com/maps?z=12&t=m&q=loc:51.53656275+-0.0618885
264,51.50023433333333,-0.12738133333333332,6.235609238365675,6,-0.0025974025974025965,6,0,118.0,http://maps.google.com/maps?z=12&t=m&q=loc:51.50023433333333+-0.12738133333333332
438,51.4811768,-0.13836359999999998,6.1784646955239735,5,0.03766233766233766,5,0,119.0,http://maps.google.com/maps?z=12&t=m&q=loc:51.4811768+-0.13836359999999998
426,51.5098684,-0.07451939999999999,6.177478782542322,5,0.03766233766233766,5,0,120.0,http://maps.google.com/maps?z=12&t=m&q=loc:51.5098684+-0.07451939999999999
485,51.5508826,-0.1407432,6.171282281122628,5,0.03636363636363636,5,0,121.0,http://maps.google.com/maps?z=12&t=m&q=loc:51.5508826+-0.1407432
191,51.568453166666664,-0.0301915,6.158188739549662,6,0.003896103896103896,6,0,122.0,http://maps.google.com/maps?z=12&t=m&q=loc:51.568453166666664+-0.0301915
522,51.520173799999995,-0.0745146,6.149588567787744,5,0.03376623376623377,5,0,123.0,http://maps.google.com/maps?z=12&t=m&q=loc:51.520173799999995+-0.0745146
409,51.48405066666667,-0.18431,6.137290798522468,5,0.03506493506493506,2,1,124.0,http://maps.google.com/maps?z=12&t=m&q=loc:51.48405066666667+-0.18431
94,51.5211665,-0.07870383333333333,6.128087007326553,6,0.006493506493506492,6,0,125.0,http://maps.google.com/maps?z=12&t=m&q=loc:51.5211665+-0.07870383333333333
175,51.52318875,-0.09864725,6.10281500385915,6,-0.005194805194805193,3,1,126.0,http://maps.google.com/maps?z=12&t=m&q=loc:51.52318875+-0.09864725
413,51.54041959999999,-0.139913,6.086245902425956,5,0.03376623376623377,5,0,127.0,http://maps.google.com/maps?z=12&t=m&q=loc:51.54041959999999+-0.139913
31,51.534462600000005,-0.0770236,6.077041425742374,7,-0.023376623376623377,4,1,128.0,http://maps.google.com/maps?z=12&t=m&q=loc:51.534462600000005+-0.0770236
343,51.5239158,-0.152955,6.076934484879172,5,0.03506493506493506,5,0,129.0,http://maps.google.com/maps?z=12&t=m&q=loc:51.5239158+-0.152955
240,51.47394583333334,-0.11281366666666666,6.076786033508079,6,-0.002597402597402599,6,0,130.0,http://maps.google.com/maps?z=12&t=m&q=loc:51.47394583333334+-0.11281366666666666
503,51.44962439999999,-0.0170714,6.059411937438656,5,0.02987012987012987,5,0,131.0,http://maps.google.com/maps?z=12&t=m&q=loc:51.44962439999999+-0.0170714
124,51.4275756,-0.1336422,6.056904851336473,7,-0.029870129870129877,4,1,132.0,http://maps.google.com/maps?z=12&t=m&q=loc:51.4275756+-0.1336422
472,51.490356399999996,-0.10383020000000001,6.020493871408287,5,0.028571428571428567,5,0,133.0,http://maps.google.com/maps?z=12&t=m&q=loc:51.490356399999996+-0.10383020000000001
491,51.47364259999999,-0.089228,5.971709926217423,5,0.025974025974025976,5,0,134.0,http://maps.google.com/maps?z=12&t=m&q=loc:51.47364259999999+-0.089228
283,51.550793999999996,-0.020921,5.948929117241326,6,-0.011688311688311689,2,1,135.0,http://maps.google.com/maps?z=12&t=m&q=loc:51.550793999999996+-0.020921
531,51.5104686,-0.1834054,5.947943204259675,5,0.02467532467532468,5,0,136.0,http://maps.google.com/maps?z=12&t=m&q=loc:51.5104686+-0.1834054
437,51.4534116,-0.2121528,5.910603063112648,5,0.024675324675324673,5,0,137.0,http://maps.google.com/maps?z=12&t=m&q=loc:51.4534116+-0.2121528
174,51.55765683333334,-0.11956433333333333,5.885542138376933,6,-0.007792207792207792,6,0,138.0,http://maps.google.com/maps?z=12&t=m&q=loc:51.55765683333334+-0.11956433333333333
375,51.4908134,-0.2069314,5.876448786878341,5,0.02597402597402597,5,0,139.0,http://maps.google.com/maps?z=12&t=m&q=loc:51.4908134+-0.2069314
119,51.51427566666666,-0.05564616666666666,5.874156990098756,6,-0.0025974025974025987,6,0,140.0,http://maps.google.com/maps?z=12&t=m&q=loc:51.51427566666666+-0.05564616666666666
389,51.50084939999999,-0.0986908,5.857332496431269,5,0.024675324675324673,5,0,141.0,http://maps.google.com/maps?z=12&t=m&q=loc:51.50084939999999+-0.0986908
419,51.473666800000004,-0.1836298,5.848558572123763,5,0.020779220779220786,5,0,142.0,http://maps.google.com/maps?z=12&t=m&q=loc:51.473666800000004+-0.1836298
350,51.5172778,-0.066845,5.833121601942917,5,0.02207792207792208,5,0,143.0,http://maps.google.com/maps?z=12&t=m&q=loc:51.5172778+-0.066845
420,51.505176600000006,-0.2251776,5.827265857293865,5,0.01948051948051948,5,0,144.0,http://maps.google.com/maps?z=12&t=m&q=loc:51.505176600000006+-0.2251776
299,51.527698799999996,-0.145835,5.793041244273932,5,0.023376623376623377,5,0,145.0,http://maps.google.com/maps?z=12&t=m&q=loc:51.527698799999996+-0.145835
